Fecha,Destino,All_aboard,Cantidad de Fallecidos,Operador,Ac_type,passenger_fatalities,crew_fatalities
1974-12-01,"Bear Mountain,  Thiells, New York",3,3,Northwest Orient Airlines,Boeing B-727-251,0,3
1974-12-04,"Irkutsk, Russia",18,13,Aeroflot,Antonov An-2 / Antonov An-12,11,2
1974-12-04,"Near Maskeliya, Sri Lanka",191,191,Martinair Holland NV,McDonnell Douglas DC-8-55F,182,9
1974-12-11,"Near Old Harbors, Alaska",5,5,Kodiak Airways,Grumman G-21,4,1
1974-12-12,"Near Moc Hoa, South Vietnam",54,54,Military - Vietnamese Air Force,Boeing Vertol CH-47 (helicopter),53,1
1974-12-14,"Bukhara, Uzbekistan",19,7,Aeroflot,Yakovlev 40,7,0
1974-12-22,"Maturin, Venezuela",77,77,Aerovias Venezolanas SA (Venezuela),McDonnell Douglas DC-9-14,71,6
1974-12-29,"Near Sibiu, Romania",33,33,Tarom,Antonov AN-24RV,28,5
1974-12-29,"Tikal, Guatemala",24,24,Edwin Ortiz,Lockheed 18 LodeStar,213,3
1975-01-03,"Near Nha Trang, Vietnam",9,9,Air America,Fairchild C-123K,6,3
1975-01-08,"Near Doncello, Colombia",21,21,SATENA,Douglas DC-3,17,4
1975-01-09,"Whittier, California",14,14,Golden West Airlines / Private,de Hav Can. DHC-6 Tw Otter 100/ Cessna,10,4
1975-01-15,"Budapest, Hunary",9,9,Malev Hungarian Airlines,Ilyushin IL-18V,0,9
1975-01-16,"Xam Neua, Laos",16,16,Aeroflot,Antonov AN-12,14,2
1975-01-30,"Istanbul, Turkey",42,42,Turkish Airlines (THY),Fokker F-28 Fellowship 1000,38,4
1975-01-30,"Santo Domingo, Dominican Republic",30,2,Linea Aérea Nacional,Douglas DC-3-313,1,1
1975-02-01,"Houston, Texas",16,5,Horizon Properties,Douglas DC-3C,3,2
1975-02-03,"Manila, Philippines",33,33,Philippine Air Lines,Hawker Siddeley HS-748 2,29,4
1975-02-09,"Souda, Crete",40,40,Military - Deutsche Luftwaffe,Transall C-160,35,5
1975-02-16,"Fairbanks, Alaska",3,3,Pacific Alaska Airlines,Douglas DC-6BF,0,3
1975-02-22,"Medellin, Colombia",5,5,Aerocondor,Canadair CL-44,0,5
1975-02-27,"Near Sao Paulo, Brazil",15,15,VASP,Embraer 110C Bandeirante,13,2
1975-03-12,"Pleiku, South Vietnam",26,26,Air Vietnam (South Vietnam),Douglas DC-4,20,6
1975-03-16,"Near Barito, Argentina",55,55,Military - Argentine Air Force,Fokker F-27 Friendship 400M,50,5
1975-03-18,"Singa, Sudan",6,5,Sudan Airways,de Havilland Canada DHC-6 Twin Otter 100,3,2
1975-03-18,"Near Terney, Russia",12,7,Aeroflot,Antonov An-2,6,1
1975-03-20,"Near Quilcene, Washington",16,16,Military - U.S. Air Force,Lockheed C-141A (L.300),12,4
1975-04-04,"Saigon, South Vietnam",330,155,Military - U.S. Air Force,Lockheed C-5A Galaxy,150,5
1975-05-13,"Near Sakon Nakhon, Thailand",23,23,Military - U.S. Air Force,Sikorsky CH-53C (helicopter),19,4
1975-06-03,"Manila, Philippines",64,1,Philippine Air Lines,BAC One-Eleven 524FF,1,0
1975-06-17,"Pedro Alfonso, Brazil",15,1,Varig,Hawker Siddeley HS-748-235 Srs. 2A,0,1
1975-06-24,"JFK Airport, New York, New York",124,113,Eastern Air Lines,Boeing B-727-225,107,6
1975-06-26,"Toledo, Ohio",2,2,Hamilton Aviation,Beechcraft E18S,1,1
1975-07-10,"Bogota, Colombia",4,2,Aerovias Condor,Lockheed L-188AF Electra,0,2
1975-07-15,"Near Batumi, Georgia, USSR",40,40,Aeroflot,Yakovlev YAK-40,35,5
1975-07-31,"Taipei, Taiwan",75,27,Far Eastern Air Transport,Vickers 837 Viscount,27,0
1975-08-03,"Near Immouzer, Morocco",188,188,Alia Royal Jordanian Airlines,Boeing B-707-321C,181,7
1975-08-03,"Off Amapala, Honduras",20,20,Military - Nicaraguan Air Force,Douglas DC-47,17,3
1975-08-07,"Denver, Colorado",131,0,Continental Airlines,Boeing B-727-224,0,0
1975-08-09,"Bagdarin, Russia",11,11,Aeroflot,Ilyushin IL-14M,6,5
1975-08-15,"Krasnovodsk, USSR",38,23,Aeroflot,Yakovlev YAK-40,21,2
1975-08-20,"Near Damascus, Syria",128,126,Ceskoslovenske Aerolinie,Ilyushin IL-62,115,11
1975-08-30,"Near Gambell, Alaska",32,10,Wien Air Alaska,Fairchild F-27B,7,3
1975-09-01,"Leipzig-Halle, East Germany",34,27,Interflug,Tupolev TU-134,24,3
1975-09-11,"Near Bahar Dar, Ethiopia",9,1,Ethiopian Airlines,Douglas C-47-DL,1,0
1975-09-24,"Near Palembang, Indonesia",61,25,Garuda Indonesia Airlines,Fokker F-28 Fellowship 1000,21,4
1975-09-30,"Off Beirut, Lebanon",60,60,Malev Hungarian Airlines,Tupolev TU-154B,50,10
1975-09-30,"Barranquilla, Colombia",4,4,AVIANCA,Boeing 727-24C,0,4
1975-10-22,"Novgorod, Russia",6,6,Aeroflot,Yakovlev Yak-40,2,4
1975-10-23,"Cairns Airport, Queensland, Australia",11,11,Connair,de Havilland DH114 Heron 2E,8,3
1975-10-27,"Tomonoco, Bolivia",67,67,TAM (Bolivia),Convair CV-440-12,63,4
1975-10-30,"Near Prague, Czechoslovakia",120,75,Inex Adria Aviopromet,McDonnell Douglas DC-9-32,71,4
1975-11-03,Gulf of Mexico,9,9,Petroleum Helicopter,Bell 212,8,1
1975-11-17,"Near Sukhumi, Georgia, USSR",38,38,Aeroflot,Antonov AN-24,33,5
1975-11-18,"Caoba, Guatemala",22,15,Aviateca,Douglas DC-3,11,4
1975-11-20,"Kharkov, Ukraine, USSR",50,19,Aeroflot,Antonov AN-24,18,1
1975-11-22,"Sofia, Bulgaria",48,3,Balkan Bulgarian Airlines,Antonov AN-24B,2,1
1975-11-25,"Near Bir Lahfan, Egypt",20,20,Military - Israel  Air Force,Lockheed C-130 Hercules,11,9
1975-11-29,"Hertfordshire, England",6,6,Private,Piper PA-23-250 Aztec,5,1
1975-12-26,"Rollinsville, Colorado",9,9,Star Aviation,Mitsubishi MU-2B,8,1
1976-01-01,"Near Al Qaysumah, Saudi Arabia",82,82,Middle East Airlines,Boeing B-720B-023B,67,15
1976-01-03,"Anchorage, Alaska",6,6,Winship Air,Lear Jet 24A,4,2
1976-01-03,"Moscow, Russia",61,61,Aeroflot,Tupolev TU-124,56,5
1976-01-08,"Mactan Island, Philippines",7,7,Philippine Aerotransport,Britten-Norman BN-2A-21 Islander,6,1
1976-01-18,"Near San Borja, Bolivia",10,7,Frigorifico Maniqui,Douglas C-47,4,3
1976-01-20,"Near Loja, Ecuador",42,34,TAME,Hawker Siddeley HS-748-246,28,6
1976-01-21,"Near Shanghai, China",40,40,CAAC,Antonov AN-24,36,4
1976-01-22,"Chapeco, Brazil",11,9,Transbrasil,Embraer 110C Bandeirante,7,2
1976-02-04,"Off Santa Maria, Colombia",3,3,LAC Colombia,Douglas DC-6A,0,3
1976-02-08,"Van Nuys, California",6,3,Mercer Airlines,Douglas DC-6,1,2
1976-02-09,"Irkutsk, Russia",124,24,Aeroflot,Tupolev TU-104A,15,9
1976-02-21,"St. Croix, Virgin Islands",11,5,Antilles Air,Grumman G-21A seaplane,5,0
1976-03-01,"Sibiu, Romania",9,6,Tarom,Ilyushin II-14P,3,3
1976-03-02,Southeastern Bolivia,22,19,TAM (Bolivia),IAI Arava 201,15,4
1976-03-06,"Near Voronezh, Russia",111,111,Aeroflot,Ilyushin IL-18E,100,11
1976-03-07,"Igiugig, Alaska",4,4,Kodiak Western Alaska Airlines,Cessna 207,3,1
1976-04-02,"Near Puerto Asis, Colombia",16,5,SATENA,Douglas DC-3,4,1
1976-04-05,"Ketchikan, Alaska",50,1,Alaska Airlines,Boeing B-727-81,1,0
1976-04-14,"Neuquen, Argentina",34,34,Yacimientos Petroliferos Fiscales,Hawker Siddeley HS-748 2,31,3
1976-04-23,Gulf of Mexico,12,12,Petroleum Helicopter,Bell 205 A-1 helicopter,11,1
1976-04-27,"St. Thomas, Virgin Islands",88,37,American Airlines,Boeing B-727-95,35,2
1976-05-05,"Camuigan, Philippines",10,4,Philippine Aerotransport,Britten-Norman BN-2A-21 Islander,4,0
1976-05-09,"Near Cuneca, Spain",17,17,Military - Imperial Iranian Air Force,Boeing B-747-131F,7,10
1976-05-15,"Chernigov, Ukraine, USSR",52,52,Aeroflot,Antonov AN-24,46,6
1976-05-23,"Zamboanga, Philipines",87,14,Philippine Air Lines,BAC One-Eleven 527FK,14,0
1976-06-01,"Nacias Nguema, Equatorial Guinea",45,45,Aeroflot,Tupolev TU-154A,35,10
1976-06-04,"Agana, Guam",45,45,Air Manila,Lockheed 188A Electra,33,12
1976-06-06,"Off Kota Kinabalu, Malaysia",11,11,Sabah Air,GAF Nomad N-22B,10,1
1976-07-28,"Bratislava, Czechoslovakia",79,76,Ceskoslovenske Aerolinie,Ilyushin IL-18L,70,6
1976-08-02,"Near Tehran, Iran",5,5,Korean Airlines,Boeing 707-373,0,5
1976-08-09,"Moron AFB, Spain	Moron AFB, Spain	Moron AFB, Spain",32,12,Military - Spanish Air Force,Douglas C-54E,12,0
1976-08-15,"Andes Mountains, Ecuador",59,59,SAETA,Vickers Viscount 785D,55,4
1976-08-28,"Ho Chi Minh City, Vietnam",20,1,Air France,Sud Aviation SE 210 Caravelle III,1,0
1976-08-28,"Near Thorney, England",18,18,Military - U.S. Air Force,Lockheed C-141A (L.300),4,14
1976-09-02,"Hawk Inlet, Alaska",4,3,Temsco Helicopter - Air Taxi,Hughes 369HS,2,1
1976-09-03,"Lajes, Azores, Portugal",68,68,Military - Venezuelan Air Force,Lockheed C-130H,58,10
1976-09-09,"Off Adler, Russia",64,64,Aeroflot / Aeroflot,Antonov AN-24 / Yakovlev Yak-40,55,9
1976-09-10,"Near Gaj, Hrvatska, Yugoslavia",176,176,Inex Adria Aviopromet / British Airways,McDonnell Douglas DC-9-31 / Trident 3B,162,14
1976-09-19,"Karatepe Mountains, Turkey",154,154,Turkish Airlines (THY),Boeing B-727-2F2,146,8
1976-09-26,"Near Alpena, Michigan",20,15,Military - U.S. Air Force,Boeing KC-135A,12,3
1976-10-04,"Nairobi, Kenya",4,4,Emirates Air Transport,Douglas DC-7CF,0,4
1976-10-06,"Off Bridgetown, Barbados",73,73,Cubana de Aviacion,McDonnell Douglas DC-8-43,48,25
1976-10-13,"Santa Cruz, Bolivia",3,3,Lloyd Aéreo Boliviano,Boeing B-707-31,0,3
1976-10-13,"Near Bombay, India",95,95,Indian Airlines,Sud-Aviation Caravelle VI-N,89,6
1976-10-28,"Near Petrolia, Brazil",7,2,Nordeste Linhas Aéreas,Embraer 110C Bandeirante,0,2
1976-11-04,"Banjarmasin, Indonesia",38,29,Bali International Air Service,Fokker F-27 Friendship 100,25,4
1976-11-05,Atlantic Ocean,2,2,Inair Panama,Douglas DC-3,0,2
1976-11-23,"Kozani, Greece",50,50,Olympic Airways,NAMC YS-11A-500,46,4
1976-11-28,"Moscow, Russia",73,73,Aeroflot,Tupolev TU-104B,67,6
1976-12-12,"Cape May, New Jersey",10,3,Atlantic City Airlines,de Havilland Canada DHC-6 Twin Otter 300,3,1
1976-12-17,"Ust-Kut, Russia",7,7,Aeroflot,Yakovlev 40,4,3
1976-12-17,"Kiev, USSR",55,48,Aeroflot,Antonov AN-24RV,44,4
1976-12-18,"Nnear Yuzhno-Sakhalinsk, Russia",8,8,Aeroflot,Ilyushin IL-14M,3,5
1976-12-25,"Near Bangkok, Thailand",53,53,EgyptAir,Boeing B-707-366C,44,9
1976-12-31,"Near Trujillo, Peru",19,19,Faucett,Douglas C-54A-1-DO,14,5
1977-01-06,"Near Palm Springs, California",4,4,Jet Avia Charter,Gates Learjet 24B,2,2
1977-01-13,"Anchorage, Alaska",5,5,Japan Air Lines,Douglas DC-8,0,5
1977-01-13,"Near Alma Ata,  Kazakastan, USSR",90,90,Aeroflot,Tupolev TU-104A,82,8
1977-01-14,"Terrace, BC, Canada",12,12,Northern Thunderbird Air Ltd.,de Havilland Canada DHC-6 Twin Otter 300,9,3
1977-01-15,"Kalvesta, Sweden",22,22,Skyline Sweden,Vickers Viscount 838,19,3
1977-02-11,"Bratislava, Slovakia",5,4,Ceskoslovenské Aerolinie,Avia 14T,2,2
1977-02-15,"Mineralnye Vody, Russia",98,77,Aeroflot,Ilyushin IL-18V,76,1
1977-02-28,"Near Saglouc, Canada",10,4,Survair,Douglas DC-3,2,2
1977-03-01,"Off Aden, Yemen",21,19,Alyemda,Douglas DC-3,16,3
1977-03-03,"Near Cascina, Italy",44,44,Military - Italian Air Force,Lockheed C-130H,38,6
1977-03-04,"Niamey, Niger",4,2,Overseas National Airways,McDonnell Douglas DC-8-63CF,0,2
1977-03-27,"Tenerife, Canary Islands",644,583,Pan American World Airways / KLM,Boeing B-747-121 / Boeing B-747-206B,560,23
1977-03-29,"Bainaha Valley, Indonesia",23,15,Merpati Nusantara Airlines,de Havilland Canada DHC-6 Twin Otter 300,13,2
1977-03-30,"Near Zhadanof, Russia",27,8,Aeroflot,Yakovlev YAK-40,5,3
1977-04-04,"New Hope, Georgia",85,62,Southern Airways,McDonnell Douglas DC-9-31,60,2
1977-04-10,"SW of Bogota, Colombia",35,35,El Venado,Douglas DC-3-3A,31,4
1977-04-19,"Tapa AFB, Estonia",21,21,Military - Soviet Air Force,Antonov An-24,15,6
1977-04-27,"Guatemala City, Guatemala",28,28,Aviateca,Convair CV-440,22,6
1977-05-10,"Near Jericho, Jordan",54,54,Military - Israel Air Force,Sikorsky CH-53D (helicopter),50,4
1977-05-13,"Beiruit, Lebanon",9,9,LOT Polish Airlines,Antonov An-12BP,0,9
1977-05-14,"Near Lusaka, Zambia",6,6,IAS Cargo,Boeing 707-321C,1,5
1977-05-16,"New York, New York",25,4,New  York Helicopter,Sikorsky S61L,4,0
1977-05-27,"Havana, Cuba",69,67,Aeroflot,Ilyushin IL-62M,57,10
1977-06-03,"Natal, Brazil",18,18,Military - Brazilian Air Force,Embraer C-95 Bandeirante,16,2
1977-06-20,"Salto-Nueva Hesperides, Uruguay",15,12,Fuerza Aérea Uruguaya,Embraer 110C Bandeirante,10,2
1977-06-21,Off Wake Island,16,16,Military - U.S. Navy,Lockheed EC-130Q,0,16
1977-07-06,"Saint Louis, Missouri",3,3,Fleming International Airways,Lockheed L-188AF Electra,0,3
1977-07-14,"Near Cuangar, Angola",30,30,Military - Angolan Air Force,Antonov AN-26,25,5
1977-07-20,"Vitim, Russia",40,40,Aeroflot,Ilyushin IL-14M,34,6
1977-07-20,"Jima, Ethiopia",5,5,Ethiopian Airlines,Douglas DC-3,2,3
1977-07-24,"Near Puerto Montt, Chile",82,38,Military - Chilean Air Force,Douglas DC-6B,31,7
1977-08-01,"Encino, California",2,2,Private KNBC Los Angeles,Bell 206B JetRanger,1,1
1977-08-20,"San Jose, Costa Rica",3,3,Monarch Aviation,Convair CV-880,0,3
1977-08-25,"Kona, Hawaii",2,2,Island Airways,Shorts SC-7 Skyvan 3-200,0,2
1977-09-02,Off Hong Kong,4,4,Transmeridian Air Cargo,Canadair CL-44D4-2,0,4
1977-09-04,"Near Cuenca, Ecuador",33,33,Servicios Aereos Nacionales Airways,Vickers Viscount 764D,29,4
1977-09-06,"Mt. Iliamna, Alaska",13,13,Alaska Aeronautical Industries,de Havilland Canada DHC-6 Twin Otter 200,11,2
1977-09-08,"Mt. Loi Hsam Hsao, Burma",19,19,Burma Airways,de Havilland Canada DHC-6 Twin Otter 300,16,3
1977-09-12,"Yakutat, Alaska",4,4,Safe Air Cargo,Douglas DC-7BF,0,4
1977-09-14,"Near Albuquerque, New Mexico",20,20,Military - U.S. Air Force,Boeing - EC-135K,0,20
1977-09-22,"Bucharest, Romania",53,29,Malev Hungarian Airlines,Tupolev TU-134,21,8
1977-09-27,"Kuala Lumpur,  Malaysia",79,34,Japan Air Lines,McDonnell Douglas DC-8-62H,26,8
1977-10-20,"Near Gillsburg, Mississippi",26,6,L & J Company,Convair CV-300,4,2
1977-11-03,"San Cristobal de las Casas, Mexico",13,13,Servicios Aereos Martinez Leon,Britten-Norman BN-2A-8 Trislander,12,1
1977-11-19,"Rome, Italy",5,5,Ethiopian Airlines,Boeing 707-360C,2,3
1977-11-19,"Near Funchal, Island of Madeira, Portugal",164,131,TAP (Air Portugal),Boeing B-727-282,125,6
1977-11-21,"Near Bariloche, Argentina",79,46,Austral Lineas Aeras (Argentina),BAC One-Eleven 420EL,41,5
1977-11-26,"Near Beziers, France",32,32,Military - French Air Force,Nord 2501 Noratlas,28,4
1977-12-02,"Near Al Bayda, Lebanon",165,59,Balkan Bulgarian Airlines,Tupolev TU-154B,59,0
1977-12-04,"Straits of Johore, near Kampung Ladang, Malaysia",100,100,Malaysia Airlines,Boeing B-737-2H6,93,7
1977-12-08,"Intracostal City, Louisiana",19,17,Petroleum Helicopter,SNIAS SA330J,16,1
1977-12-09,"Tarko-Saley, USSR",23,17,Aeroflot,Antonov AN-24,13,4
1977-12-11,"Hierro, Canary Islands",13,13,Military - U.S. Navy,Lockheed P-3B Orion,0,13
1977-12-13,"Evansville, Indiana",29,29,"National Jet Services Inc.,  (Air Indiana)",Douglas DC-3,26,3
1977-12-18,"Near Salt Lake City, Utah",3,3,United Air Lines,Douglas DC-8-54F,0,3
1977-12-18,"Off Madeira, Portugal",57,36,SATA,Aerospatiale Caravelle 10R,35,1
1977-12-19,"Vieques, Puerto Rico",10,5,Vieques Air Link,Britten-Norman BN-2A Islander,5,0
1977-12-24,"Willemstad, Curacao, Netherlands Antilles",10,10,Valley Air Service,Piper PA-31-350 Navajo,8,2
1977-12-29,"Cuenca, Ecuador",24,24,Servicios Aereos Nacionales,Vickers Viscount 764 D,20,4
1978-01-01,"Off Bandra, Maharashtra, India",213,213,Air India,Boeing B-747-237B,190,23
1978-01-27,"Near San Vincente, Colombia",14,14,SADELCA,Douglas DC-3,10,4
1978-01-31,"Eirunepe, Brazil",14,2,TABA,Embraer 110P Bandeirante,0,2
1978-02-10,"Near Artigas, Uruguay",44,44,Uruguayan Air Force,Douglas C-47A-DL,40,4
1978-02-10,"Richland, Washington",17,17,Columbia Pacific Airlines,Beechcraft 99,15,2
1978-02-11,"Cranbrook, British Columbia, Canada",49,42,Pacific Western Airlines,Boeing B-737-275,38,4
1978-02-28,"Solvang, California",7,7,Security Air,Aero Commander 500A,4,3
1978-03-01,"LAX, Los Angeles, California",200,2,Continental Airlines,McDonnell Douglas DC-10-10,2,0
1978-03-02,"Kano, Nigeria",18,18,Nigeria Airways,Fokker F-28 Fellowship 1000 / MiG-21,11,7
1978-03-03,"Off Caracas, Venezuela",47,47,LAV - Linea Aeropostal Venezolana,British Aerospace 748 2A,43,4
1978-03-16,"Vrastsa, Bulgaria",73,73,Balkan Bulgarian Airlines,Tupolev TU-134,66,7
1978-03-22,"Near Riverside, California",6,6,Lake Havasu Air,Cessna T207A,5,1
1978-03-25,"Okaraba, Burma",48,48,Burma Airways,Fokker F-27 Friendship 200,44,4
1978-04-04,"Off Galveston, Texas",6,3,Air Logistics,Bell 212,3,0
1978-04-05,"St. Thomas, Virgin Islands",9,2,Antilles Air,Grumman G-21,0,2
1978-04-20,"Near Murmansk, Russia",109,2,Korean Airlines,Boeing B-707-321B,2,0
1978-04-29,"Bogota, Colombia",12,8,LAC Colombia,Douglas C-118A,5,3
1978-05-08,"Pensacola, Florida",58,3,National Airlines,Boeing B-727-235,3,0
1978-05-19,"Pochinok, Russia",134,4,Aeroflot,Tupolev TU-154B,4,0
1978-06-23,"Saint John's, Newfoundland",10,10,Gander Aviation,Beech Queen Air A80,8,2
1978-06-26,"Off Bergen, Norway",18,18,Helikopter Service,Sikorsky S-61N,16,2
1978-06-26,"Toronto, Canada",107,2,Air Canada,McDonnell Douglas DC-9-32,2,0
1978-08-14,"Sogamoso, Bolivia",18,18,Aeropeca,Curtiss C-46,15,3
1978-08-26,"Papun, Burma",14,14,Burma Airways,de Havilland Canada DHC-6 Twin Otter 300,11,3
1978-08-30,"Las Vegas, Nevada",10,10,Las Vegas Airlines,Piper PA-31-350 Chieftain,9,1
1978-09-03,"Conakry, Guinea",17,15,Air Guinee,Ilyushin IL-18,8,7
1978-09-03,"Coal Harbour, BC, Canada",13,11,AirWest Airlines,de havilland Canada Twin Otter 200,9,2
1978-09-03,"Near Kariba, Rhodesia (Zimbabwe)",56,38,Air Rhodesia,Vickers Viscount 782D,34,4
1978-09-09,"Wrangell, Alaska",3,3,Temesco Helicopter - Air Taxi,Soloy 12EJ3,2,1
1978-09-09,"Near Mexico City, Mexico",21,18,Lineas Areas del Centro,de Havilland Canada DHC-6 Twin Otter 100,17,1
1978-09-13,"Whittier, AK",6,6,Alaska Travel,de Havilland DHC-2,5,1
1978-09-14,"Paranaque, Philippines",28,21,Philippine Air Force,Fokker F-27 Friendship 200,17,4
1978-09-25,"San Diego, California",137,137,Pacific Southwest Airlines / Private,Boeing B-727-214 / Cessna 172,128,9
1978-10-03,"Near Kuopio, Finland",15,15,Military - Finish Air Force,Douglas C-47A-1-DK,12,3
1978-10-03,"Near Mandalay, Myanmar",44,2,Burma Airways,Fokker F-27 Friendship 600,1,1
1978-10-07,"Sverdlovsk, Russia",38,38,Aeroflot,Yakovlev YAK-40,34,4
1978-10-08,"Kenai, Alaska",7,2,Era Helicopter - Air Taxi,Bell 205-1,2,0
1978-10-23,"Gulf of Sivash, USSR",26,26,Aeroflot,Antonov AN-24B,21,5
1978-11-15,"Near Katunayake, Sri Lanka",262,183,Loftleidir Icelandic Airlines,McDonnell Douglas DC-8-Super 63CF,175,8
1978-11-18,"Off Marie Galante Island, West Indies",20,15,Air Guadeloupe,de Havilland Canada DHC-6 Twin Otter 300,14,1
1978-11-19,"Near Leh, India",77,77,Military - Indian Air Force,Antonov An-12,70,7
1978-11-21,"Near Rubio, Venezuela",27,27,Aereo el Venado,Douglas C-47A,24,3
1978-11-25,"Hydaburg, Alaska",5,5,Tyee Airlines,de Havilland DHC-2,4,1
1978-12-04,"Near Steamboat Springs, Coloado",22,2,Rocky Mountain Airways,de Havilland Canada DHC-6 Twin Otter 300,1,1
1978-12-16,"Selvapiana, Italy",10,10,Air 70,Cessna 421 Golden Eagle,9,1
1978-12-17,"Hyderabad, India",132,1,Indian Airlines,Boeing B-737-2A8,1,0
1978-12-23,"Off Cinisi, Sicily, Italy",129,108,Alitalia,McDonnell Douglas DC-9-32,103,5
1978-12-28,"Portland, Oregon",189,10,United Air Lines,McDonnell Douglas DC-8-61,8,2
1979-01-15,"Minsk, Russia",13,13,Aeroflot,Antonov AN-24N,8,5
1979-01-24,"Bechar, Algeria",23,14,Air Algerie,Nord 262A-44,14,0
1979-01-27,"Rodez, France",6,5,Air Rouergue,Fokker F-27 Friendship 500,3,2
1979-01-30,"Tokyo, Japan",6,6,Varig,Boeing B-707-326C,0,6
1979-02-08,"Near Agudos, Brazil",18,18,TAM Lineas Aéreas Regional,Embraer 110C Bandeirante,16,2
1979-02-12,"Near Kariba, Rhodesia",59,59,Air Rhodesia,Vickers Viscount 748D,54,5
1979-02-12,"Clarksburg, West Virginia",25,2,Allegheny Airlines,Nord 262,1,1
1979-02-17,"Manakau Harbor, New Zealand",4,2,Air New Zealand,Fokker F-27 Friendship 500,1,1
1979-02-19,"Barentu, Ethiopia",5,5,Ethiopian Airlines,Douglas DC-3,2,3
1979-03-01,"Gulfport, Mississippi",8,8,Universal Airways,Beech BE-70,7,1
1979-03-10,"Off Marina del Rey, California",7,3,Swift Aire Lines Inc.,Aerospatiale Nord 262A-33,1,2
1979-03-14,"Bejing, China",12,12,CAAC,Hawker Siddeley Trident 2E,0,12
1979-03-14,"Near Doha Airport, Qatar",64,45,Alia Royal Jordanian Airlines,Boeing B-727-2D3,41,4
1979-03-17,"Near Moscow, Russia",119,58,Aeroflot,Tupolev TU-104B,57,1
1979-03-26,"Luanda, Angola",10,10,Interflug,Ilyushin IL-18D,6,4
1979-03-29,"Ste. Foy, PQ, Canada",24,17,Quebecair,Fairchild F-27,14,3
1979-04-14,"Off Avalon, California",11,1,Catalina Airlines,Grumman G-21 Goose,1,0
1979-04-18,"Newark, New Jersey",18,3,New York Airways,Sikorsky S61-L,3,0
1979-04-23,"Near Cuenca, Ecuador",57,57,SAETA,Vickers Viscount 785D,52,5
1979-05-25,"Bullen Point, Alaska",3,3,Sea Airmotive,de Havilland Canada DHC-4A Caribou,0,3
1979-05-25,"Chicago O'Hare, Illinois",271,271,American Airlines,McDonnell Douglas DC-10-10,258,13
1979-05-27,"Off Dakar, Senegal",12,12,Military - Mauritanian Air Force,de Havilland Canada DHC-5D Buffalo,7,5
1979-05-30,"Rockland, Maine",18,17,Downeast Airlines,de Havilland DHC-6-200,15,2
1979-06-07,"Near Leh, India",27,27,Military - Indian Air Force,Hindustan Aeronautics 748-2M,0,27
1979-06-17,"Hyannis, Massachusetts",10,1,Air New England,de Havilland Canada DHC-6 Twin Otter 300,0,1
1979-07-11,"Near Medan Airfield, Indonesia",61,61,Garuda Indonesia Airlines,Fokker F-28 Fellowship 1000,57,4
1979-07-12,"Bua, Fiji",9,9,Fiji Air Services,Britten Norman BN-2A Trislander,8,1
1979-07-12,"Anchorage, Alaska",7,7,Soldotna Air Services,Cessna 402B,6,1
1979-07-23,"Beirut, Lebanon",6,6,Trans Mediterranean Airways,Boeing 707-327C,0,6
1979-07-24,"St. Croix, Virgin Islands",21,8,Prinair,de Havilland DH-114 Heron,7,1
1979-07-31,"Off Sumburgh, Shetlands, Scotland",47,17,Dan Air Services,Hawker Siddeley HS-748-1,15,2
1979-08-02,"Canton, Ohio",3,1,Private,Cessna  501 Citation,0,1
1979-08-03,"Leningrad, USSR",14,14,Aeroflot,LET 410M turbojet,12,2
1979-08-04,"Near Panvel, India",45,45,Indian Airlines,Hindustan Aeronautics 748 2-224,40,5
1979-08-11,"Near Volgograd, Russia",178,178,Aeroflot / Aeroflot,Tupolev TU-134A / Tupolev Tu-134A,155,13
1979-08-24,"Near Enisseysk, USSR",16,11,Aeroflot,Antonov AN-12,5,6
1979-08-29,"Near Kirsanov, Russia",63,63,Aeroflot,Tupolev TU-124,58,5
1979-09-03,"Andema, Russia",44,40,Aeroflot,Antonov AN-24,35,5
1979-09-11,"Off Taipei, Taiwan",6,6,China Airlines (Taiwan),Boeing 707-324C,0,6
1979-09-14,"Near Klamath Falls, Oregon",12,12,Butler Aviation Inc.,Douglas DC-7,10,2
1979-09-14,"Near Sarroch,  Italy",31,31,Aero Transporti Italiani,McDonnell Douglas DC-9-32,27,4
1979-09-18,"Blink Horn Point, Canada",9,4,Pacific Coastal Airlines,Britten Norman BN-7A lslander,8,1
1979-09-19,"Merced, California",5,5,Military - U.S. Air Force,Boeing KC-135A,0,5
1979-09-30,"Porpoise Bay, British Columbia Canada",16,2,West Coast Air,de Havilland Canada DHC-6 Twin Otter 200,1,1
1979-10-07,"Athens, Greece",156,14,Swissair,McDonnell Douglas DC-8-62,14,0
1979-10-08,"Covington, Kentucky",8,8,Comair,Piper PA-31,7,1
1979-10-27,"Lensk, Russia",12,3,Aeroflot,Antonov An-2TP,2,1
1979-10-31,"Mexico City, Mexico",88,72,Western Airlines,McDonnell Douglas DC-10-10,63,9
1979-11-15,"Near Chicago, Illinois",78,0,American Airlines,Boeing B-727,0,0
1979-11-16,"Vologda, Russia",5,3,Aeroflot,Yakovlev YAK-40,0,3
1979-11-18,"Granger, Utah",3,3,Transamerica Airlines,Lockheed L-188CF Electra,0,3
1979-11-26,"Near At Ta'if, Jeddah, Saudi Arabia",156,156,Pakistan International Airlines,Boeing B-707-340C,145,11
